DIM_GEOGRAPHY_KEY,LATITUDE,LONGITUDE,ISO2_CODE,ISO3_CODE,COUNTRY,ADMIN_REGION,ISO_SUB_DIVISION,ADMIN_REGION_2,RECID
-15.9651_-5.70684,-15.9651,-5.70684,,,"""Saint Helena"," Ascension and Tristan da Cunha""",,,1
33.83114_66.02471,33.83114,66.02471,AF,AFG,Afghanistan,,,,2
41.13929_20.06431,41.13929,20.06431,AL,ALB,Albania,,,,3
28.15509_2.67875,28.15509,2.67875,DZ,DZA,Algeria,,,,4
-14.30069_-170.7181,-14.30069,-170.7181,AS,ASM,American Samoa,,,,5
42.5453_1.57629,42.5453,1.57629,AD,AND,Andorra,,,,6
-12.33292_17.57284,-12.33292,17.57284,AO,AGO,Angola,,,,7
18.21482_-63.0547,18.21482,-63.0547,AI,AIA,Anguilla,,,,8
-80.20264_28.70341,-80.20264,28.70341,AQ,ATA,Antarctica,,,,9
17.07767_-61.79871,17.07767,-61.79871,AG,ATG,Antigua and Barbuda,,,,10
-27.80532_-64.26122,-27.80532,-64.26122,AR,ARG,Argentina,Santiago del Estero,AR-G,,24
-27.34156_-66.94754,-27.34156,-66.94754,AR,ARG,Argentina,Catamarca,AR-K,,23
-27.47178_-58.84017,-27.47178,-58.84017,AR,ARG,Argentina,Corrientes,AR-W,,31
-26.38626_-60.76559,-26.38626,-60.76559,AR,ARG,Argentina,Chaco,AR-H,,28
-26.87498_-54.65082,-26.87498,-54.65082,AR,ARG,Argentina,Misiones,AR-N,,34
-26.94703_-65.3654,-26.94703,-65.3654,AR,ARG,Argentina,Tucuman,,,20
-28.46883_-67.6901,-28.46883,-67.6901,AR,ARG,Argentina,La Rioja,AR-F,,26
-29.68154_-67.17717,-29.68154,-67.17717,AR,ARG,Argentina,La Rioja,AR-F,,25
-24.18813_-65.29604,-24.18813,-65.29604,AR,ARG,Argentina,Jujuy,AR-Y,,19
-24.78864_-65.41022,-24.78864,-65.41022,AR,ARG,Argentina,Salta,AR-A,,16
-24.89491_-59.9325,-24.89491,-59.9325,AR,ARG,Argentina,Formosa,AR-P,,21
-34.60849_-58.37344,-34.60849,-58.37344,AR,ARG,Argentina,City of Buenos Aires,,,27
-34.61459_-58.44583,-34.61459,-58.44583,AR,ARG,Argentina,City of Buenos Aires,,,22
-35.18115_-65.09386,-35.18115,-65.09386,AR,ARG,Argentina,,,,35
-30.86179_-68.88118,-30.86179,-68.88118,AR,ARG,Argentina,San Juan,AR-J,,18
-30.93488_-64.28046,-30.93488,-64.28046,AR,ARG,Argentina,Cordoba,,,36
-31.63665_-60.71203,-31.63665,-60.71203,AR,ARG,Argentina,Santa Fe,AR-S,,29
-32.0573_-59.20301,-32.0573,-59.20301,AR,ARG,Argentina,Entre Rios,,,13
-32.14068_-63.80113,-32.14068,-63.80113,AR,ARG,Argentina,Cordoba,,,17
-32.89035_-68.84332,-32.89035,-68.84332,AR,ARG,Argentina,Mendoza,AR-M,,12
-33.3022_-66.33759,-33.3022,-66.33759,AR,ARG,Argentina,San Luis,AR-D,,33
-43.79044_-68.52538,-43.79044,-68.52538,AR,ARG,Argentina,Chubut,AR-U,,37
-40.40715_-67.22718,-40.40715,-67.22718,AR,ARG,Argentina,Rio Negro,,,14
-38.95127_-68.06074,-38.95127,-68.06074,AR,ARG,Argentina,Neuquen,,,32
-36.6753_-60.55758,-36.6753,-60.55758,AR,ARG,Argentina,Buenos Aires,AR-B,,15
-38.64054_-70.11623,-38.64054,-70.11623,AR,ARG,Argentina,Neuquen,,,11
-54.362_-67.638,-54.362,-67.638,AR,ARG,Argentina,"""Tierra del Fuego"," Antarctica"," and South Atlantic Islands""",30
40.29264_44.93948,40.29264,44.93948,AM,ARM,Armenia,,,,38
12.50914_-69.97044,12.50914,-69.97044,AW,ABW,Aruba,,,,39
-19.48195_133.3698,-19.48195,133.3698,AU,AUS,Australia,Northern Territory,AU-NT,,44
-25.46903_122.1877,-25.46903,122.1877,AU,AUS,Australia,Western Australia,AU-WA,,41
-25.57894_134.3597,-25.57894,134.3597,AU,AUS,Australia,,,,48
-22.5757_144.5353,-22.5757,144.5353,AU,AUS,Australia,Queensland,AU-QLD,,46
-32.16737_147.0129,-32.16737,147.0129,AU,AUS,Australia,New South Wales,AU-NSW,,42
-30.07952_135.8282,-30.07952,135.8282,AU,AUS,Australia,South Australia,AU-SA,,40
-35.48873_149.0029,-35.48873,149.0029,AU,AUS,Australia,Australian Capital Territory,AU-ACT,,45
-42.02942_146.5904,-42.02942,146.5904,AU,AUS,Australia,Tasmania,AU-TAS,,47
-36.86429_144.3104,-36.86429,144.3104,AU,AUS,Australia,Victoria,AU-VIC,,43
46.77396_13.91768,46.77396,13.91768,AT,AUT,Austria,Carinthia,,,51
47.23958_9.89615,47.23958,9.89615,AT,AUT,Austria,Vorarlberg,AT-8,,56
47.24917_11.30888,47.24917,11.30888,AT,AUT,Austria,Tyrol,,,52
47.26913_15.01202,47.26913,15.01202,AT,AUT,Austria,Styria,,,58
47.38852_13.08436,47.38852,13.08436,AT,AUT,Austria,Salzburg,AT-5,,53
47.54349_16.52266,47.54349,16.52266,AT,AUT,Austria,Burgenland,AT-1,,54
47.58709_14.14129,47.58709,14.14129,AT,AUT,Austria,,,,50
48.137_13.96522,48.137,13.96522,AT,AUT,Austria,Upper Austria,,,57
48.20843_16.37783,48.20843,16.37783,AT,AUT,Austria,Vienna,,,49
48.27218_15.75166,48.27218,15.75166,AT,AUT,Austria,Lower Austria,,,55
40.35964_47.6524,40.35964,47.6524,AZ,AZE,Azerbaijan,,,,59
24.67954_-78.055,24.67954,-78.055,BS,BHS,Bahamas,,,,60
26.08925_50.56277,26.08925,50.56277,BH,BHR,Bahrain,,,,61
23.80488_90.27921,23.80488,90.27921,BD,BGD,Bangladesh,,,,62
13.17222_-59.55642,13.17222,-59.55642,BB,BRB,Barbados,,,,63
53.5422_28.05012,53.5422,28.05012,BY,BLR,Belarus,,,,64
50.64119_4.66057,50.64119,4.66057,BE,BEL,Belgium,,,,66
50.83604_4.37059,50.83604,4.37059,BE,BEL,Belgium,Brussels Region,,,65
17.20055_-88.70707,17.20055,-88.70707,BZ,BLZ,Belize,,,,67
9.65606_2.33958,9.65606,2.33958,BJ,BEN,Benin,,,,68
32.39096_-64.67506,32.39096,-64.67506,BM,BMU,Bermuda,,,,69
27.41688_90.43476,27.41688,90.43476,BT,BTN,Bhutan,,,,70
-17.25653_-61.50252,-17.25653,-61.50252,BO,BOL,Bolivia,Santa Cruz,BO-S,,72
-17.18119_-65.61957,-17.18119,-65.61957,BO,BOL,Bolivia,Cochabamba,BO-C,,74
-16.71465_-64.65779,-16.71465,-64.65779,BO,BOL,Bolivia,,,,76
-18.64323_-67.6842,-18.64323,-67.6842,BO,BOL,Bolivia,Oruro,BO-O,,78
-20.0459_-64.28779,-20.0459,-64.28779,BO,BOL,Bolivia,Chuquisaca,BO-H,,75
-20.54665_-66.73026,-20.54665,-66.73026,BO,BOL,Bolivia,PotosÃ­,BO-P,,71
-21.59624_-63.88114,-21.59624,-63.88114,BO,BOL,Bolivia,Tarija,BO-T,,79
-13.76043_-65.21864,-13.76043,-65.21864,BO,BOL,Bolivia,Beni,,,77
-15.23296_-68.12862,-15.23296,-68.12862,BO,BOL,Bolivia,La Paz,BO-L,,73
-11.09351_-67.32107,-11.09351,-67.32107,BO,BOL,Bolivia,Pando,BO-N,,80
12.2_-68.25,12.2,-68.25,BQ,BES,Bonaire,Bonaire,BQ-BO,,81
12.18554_-68.29057,12.18554,-68.29057,BQ,BES,Bonaire,,,,82
44.16825_17.78525,44.16825,17.78525,BA,BIH,Bosnia and Herzegovina,,,,83
-22.18724_23.81454,-22.18724,23.81454,BW,BWA,Botswana,,,,84
-22.26329_-48.73433,-22.26329,-48.73433,BR,BRA,Brazil,SÃ£o Paulo,BR-SP,,107
-22.19577_-42.65909,-22.19577,-42.65909,BR,BRA,Brazil,Rio de Janeiro,BR-RJ,,95
-24.6359_-51.617,-24.6359,-51.617,BR,BRA,Brazil,ParanÃ¡,BR-PR,,91
-27.24469_-50.49171,-27.24469,-50.49171,BR,BRA,Brazil,Santa Catarina,BR-SC,,103
-29.7854_-53.24282,-29.7854,-53.24282,BR,BRA,Brazil,Rio Grande do Sul,BR-RS,,86
-12.47345_-41.72338,-12.47345,-41.72338,BR,BRA,Brazil,Bahia,BR-BA,,106
-12.94892_-55.91187,-12.94892,-55.91187,BR,BRA,Brazil,Mato Grosso,BR-MT,,98
-15.78099_-47.79696,-15.78099,-47.79696,BR,BRA,Brazil,Federal District,,,88
-10.91302_-62.84185,-10.91302,-62.84185,BR,BRA,Brazil,RondÃ´nia,BR-RO,,85
-10.58371_-37.444,-10.58371,-37.444,BR,BRA,Brazil,Sergipe,BR-SE,,90
-10.7768_-53.06805,-10.7768,-53.06805,BR,BRA,Brazil,,,,94
1.44172_-51.94952,1.44172,-51.94952,BR,BRA,Brazil,AmapÃ¡,BR-AP,,102
-10.14915_-48.33232,-10.14915,-48.33232,BR,BRA,Brazil,Tocantins,BR-TO,,108
-20.32642_-54.84477,-20.32642,-54.84477,BR,BRA,Brazil,Mato Grosso do Sul,BR-MS,,97
2.07862_-61.3933,2.07862,-61.3933,BR,BRA,Brazil,Roraima,BR-RR,,93
-19.575_-40.67129,-19.575,-40.67129,BR,BRA,Brazil,EspÃ­rito Santo,BR-ES,,110
-18.45577_-44.67369,-18.45577,-44.67369,BR,BRA,Brazil,Minas Gerais,BR-MG,,101
-16.04061_-49.62174,-16.04061,-49.62174,BR,BRA,Brazil,GoiÃ¡s,BR-GO,,100
-3.97721_-53.06883,-3.97721,-53.06883,BR,BRA,Brazil,ParÃ¡,BR-PA,,104
-5.0677_-45.28486,-5.0677,-45.28486,BR,BRA,Brazil,MaranhÃ£o,BR-MA,,87
-5.08993_-39.61922,-5.08993,-39.61922,BR,BRA,Brazil,CearÃ¡,BR-CE,,111
-5.83994_-36.67335,-5.83994,-36.67335,BR,BRA,Brazil,Rio Grande do Norte,BR-RN,,92
-4.15865_-64.65186,-4.15865,-64.65186,BR,BRA,Brazil,Amazonas,BR-AM,,89
-9.21369_-70.46649,-9.21369,-70.46649,BR,BRA,Brazil,Acre,BR-AC,,105
-9.51338_-36.62535,-9.51338,-36.62535,BR,BRA,Brazil,Alagoas,BR-AL,,99
-8.32608_-37.99944,-8.32608,-37.99944,BR,BRA,Brazil,Pernambuco,BR-PE,,109
-7.12172_-36.83263,-7.12172,-36.83263,BR,BRA,Brazil,Paraiba,,,96
-7.39238_-42.97063,-7.39238,-42.97063,BR,BRA,Brazil,PiauÃ­,BR-PI,,112
-7.23769_72.44057,-7.23769,72.44057,IO,IOT,British Indian Ocean Territory,,,,113
18.42354_-64.62605,18.42354,-64.62605,VG,VGB,British Virgin Islands,,,,114
4.49691_114.6308,4.49691,114.6308,BN,BRN,Brunei,,,,115
42.75709_25.2387,42.75709,25.2387,BG,BGR,Bulgaria,,,,116
12.28545_-1.74418,12.28545,-1.74418,BF,BFA,Burkina Faso,,,,117
-3.36731_29.88819,-3.36731,29.88819,BI,BDI,Burundi,,,,118
7.62284_-5.55256,7.62284,-5.55256,CI,CIV,CÃ´te d'Ivoire,,,,119
7.62768_-5.55528,7.62768,-5.55528,,,CÃ´te dâ€™Ivoire,,,,120
15.08363_-23.62467,15.08363,-23.62467,CV,CPV,Cabo Verde,,,,121
12.71077_104.9168,12.71077,104.9168,KH,KHM,Cambodia,,,,122
5.69714_12.74234,5.69714,12.74234,CM,CMR,Cameroon,,,,123
50.06875_-85.82812,50.06875,-85.82812,CA,CAN,Canada,Ontario,CA-ON,,137
46.61925_-63.13515,46.61925,-63.13515,CA,CAN,Canada,Prince Edward Island,CA-PE,,133
46.63419_-66.07516,46.63419,-66.07516,CA,CAN,Canada,New Brunswick,CA-NB,,127
45.60031_-62.36405,45.60031,-62.36405,CA,CAN,Canada,Nova Scotia,CA-NS,,125
78.6954_-110.5312,78.6954,-110.5312,CA,CAN,Canada,Northwest Territories,CA-NT,,131
69.42977_-88.64107,69.42977,-88.64107,CA,CAN,Canada,Nunavut,CA-NU,,135
63.62751_-135.5085,63.62751,-135.5085,CA,CAN,Canada,Yukon Territory,,Yukon,124
63.62751_-135.5085134,63.62751,-135.5085,CA,CAN,Canada,Yukon Territory,,,134
62.53604_-96.38835,62.53604,-96.38835,CA,CAN,Canada,,,,132
54.56207_-125.1044,54.56207,-125.1044,CA,CAN,Canada,British Columbia,CA-BC,,128
54.41858_-105.8888,54.41858,-105.8888,CA,CAN,Canada,Saskatchewan,CA-SK,,130
54.9284_-97.43092,54.9284,-97.43092,CA,CAN,Canada,Manitoba,CA-MB,,136
55.1694_-114.5111,55.1694,-114.5111,CA,CAN,Canada,Alberta,CA-AB,,126
52.19413_-60.013,52.19413,-60.013,CA,CAN,Canada,Newfoundland and Labrador,CA-NL,,138
53.00789_-70.99573,53.00789,-70.99573,CA,CAN,Canada,Quebec,CA-QC,,129
19.31852_-81.24377,19.31852,-81.24377,KY,CYM,Cayman Islands,,,,139
6.57575_20.48409,6.57575,20.48409,CF,CAF,Central African Republic,,,,140
15.36843_18.66713,15.36843,18.66713,TD,TCD,Chad,,,,141
-20.21563_-69.39313,-20.21563,-69.39313,CL,CHL,Chile,TarapacÃ¡,CL-TA,,146
-18.49712_-69.62856,-18.49712,-69.62856,CL,CHL,Chile,Arica y Parinacota,CL-AP,,147
-27.11933_-109.3549,-27.11933,-109.3549,CL,CHL,Chile,ValparaÃ­so,CL-VS,Easter Island,142
-27.39503_-69.90996,-27.39503,-69.90996,CL,CHL,Chile,Atacama,CL-AT,,158
-23.53558_-69.11924,-23.53558,-69.11924,CL,CHL,Chile,Antofagasta,CL-AN,,149
-30.61868_-70.86094,-30.61868,-70.86094,CL,CHL,Chile,Coquimbo,CL-CO,,148
-32.78281_-70.95977,-32.78281,-70.95977,CL,CHL,Chile,ValparaÃ­so,CL-VS,,155
-33.6041_-70.62725,-33.6041,-70.62725,CL,CHL,Chile,Santiago Metropolitan,,,154
-35.62104_-71.44593,-35.62104,-71.44593,CL,CHL,Chile,Maule,CL-ML,,144
-35.23201_-71.21883,-35.23201,-71.21883,CL,CHL,Chile,,,,156
-34.43512_-71.04645,-34.43512,-71.04645,CL,CHL,Chile,Oâ€™Higgins,,,145
-46.49091_-73.0377,-46.49091,-73.0377,CL,CHL,Chile,Aisen of Gral. C. IbÃ¡Ã±ez del Campo,,,150
-41.89687_-72.66155,-41.89687,-72.66155,CL,CHL,Chile,Los Lagos,CL-LL,,152
-51.62074_-72.49698,-51.62074,-72.49698,CL,CHL,Chile,Magallanes and Antarctic Region,,,159
-51.6212_-72.4966,-51.6212,-72.4966,CL,CHL,Chile,Magallanes and Antarctic Region,,,153
-40.00347_-72.57395,-40.00347,-72.57395,CL,CHL,Chile,Los RÃ­os,CL-LR,,157
-36.64533_-71.97441,-36.64533,-71.97441,CL,CHL,Chile,Ã‘uble,CL-NB,,143
-37.19844_-72.24381,-37.19844,-72.24381,CL,CHL,Chile,Bio-Bio,,,151
-38.64908_-72.27487,-38.64908,-72.27487,CL,CHL,Chile,AraucanÃ­a,,,160
31.48952_88.44466,31.48952,88.44466,,,China,Tibet,,,161
23.80297_108.7943,23.80297,108.7943,,,China,Guangxi Zhuang,,,162
23.80297_108.7943192,23.80297,108.7943,CN,CHN,China (mainland),Guangxi Zhuang,,,192
23.20241_113.3861,23.20241,113.3861,CN,CHN,China (mainland),Guangdong,,,180
24.97241_101.4879,24.97241,101.4879,CN,CHN,China (mainland),Yunnan,,,191
26.02939_118.1389,26.02939,118.1389,CN,CHN,China (mainland),Fujian,,,163
27.60736_111.7137,27.60736,111.7137,CN,CHN,China (mainland),Hunan,,,188
27.61117_115.7272,27.61117,115.7272,CN,CHN,China (mainland),Jiangxi,,,184
26.81221_106.8783,26.81221,106.8783,CN,CHN,China (mainland),Guizhou,,,172
29.24721_120.4427,29.24721,120.4427,CN,CHN,China (mainland),Zhejiang,,,171
19.20655_109.7686,19.20655,109.7686,CN,CHN,China (mainland),Hainan,,,164
31.48952_88.44466170,31.48952,88.44466,CN,CHN,China (mainland),Xizang,,,170
31.82356_117.2316,31.82356,117.2316,CN,CHN,China (mainland),Anhui,,,169
30.9732_112.2761,30.9732,112.2761,CN,CHN,China (mainland),Hubei,,,177
31.21489_121.5646,31.21489,121.5646,CN,CHN,China (mainland),Shanghai,,,178
30.62509_102.6973,30.62509,102.6973,CN,CHN,China (mainland),Sichuan,,,176
30.05435_107.8788,30.05435,107.8788,CN,CHN,China (mainland),Chongqing,,,185
32.98141_119.5191,32.98141,119.5191,CN,CHN,China (mainland),Jiangsu,,,190
33.8806_113.6197,33.8806,113.6197,CN,CHN,China (mainland),Henan,,,182
35.19123_108.8735,35.19123,108.8735,CN,CHN,China (mainland),Shaanxi,,,173
35.66778_96.04452,35.66778,96.04452,CN,CHN,China (mainland),Qinghai,,,175
36.4687_118.5171,36.4687,118.5171,CN,CHN,China (mainland),Shandong,,,179
36.56311_103.7358,36.56311,103.7358,CN,CHN,China (mainland),,,,174
38.05674_101.9971,38.05674,101.9971,CN,CHN,China (mainland),Gansu,,,166
37.26644_106.1696,37.26644,106.1696,CN,CHN,China (mainland),Ningxia,,,193
37.57211_112.2951,37.57211,112.2951,CN,CHN,China (mainland),Shanxi,,,189
39.30455_115.0049,39.30455,115.0049,CN,CHN,China (mainland),Hebei,,,194
39.28922_117.3494,39.28922,117.3494,CN,CHN,China (mainland),Tianjin,,,181
41.08789_122.5501,41.08789,122.5501,CN,CHN,China (mainland),Liaoning,,,168
41.11828_85.19353,41.11828,85.19353,CN,CHN,China (mainland),Xinjiang,,,165
47.86373_127.7737,47.86373,127.7737,CN,CHN,China (mainland),Heilongjiang,,,167
40.18616_116.419,40.18616,116.419,CN,CHN,China (mainland),Beijing,,,186
43.66873_126.1985,43.66873,126.1985,CN,CHN,China (mainland),Jilin,,,187
44.08892_113.9217,44.08892,113.9217,CN,CHN,China (mainland),Inner Mongolia,,,183
5.95347_-76.94428,5.95347,-76.94428,CO,COL,Colombia,Choco,,,202
5.3428_-75.3063,5.3428,-75.3063,CO,COL,Colombia,Caldas,CO-CAL,,206
5.40601_-71.60452,5.40601,-71.60452,CO,COL,Colombia,Casanare,CO-CAS,,228
5.77599_-73.10815,5.77599,-73.10815,CO,COL,Colombia,Boyaca,,,207
4.31617_-74.17973,4.31617,-74.17973,CO,COL,Colombia,Capital District,,,213
4.45615_-75.68961,4.45615,-75.68961,CO,COL,Colombia,Quindio,,,211
4.71177_-69.41402,4.71177,-69.41402,CO,COL,Colombia,Vichada,CO-VID,,208
4.81663_-75.70003,4.81663,-75.70003,CO,COL,Colombia,Risaralda,CO-RIS,,225
4.82145_-74.09693,4.82145,-74.09693,CO,COL,Colombia,Cundinamarca,CO-CUN,,204
4.04092_-75.2534,4.04092,-75.2534,CO,COL,Colombia,Tolima,CO-TOL,,217
3.84963_-76.51706,3.84963,-76.51706,CO,COL,Colombia,Valle del Cauca,CO-VAC,,226
3.33877_-72.96132,3.33877,-72.96132,CO,COL,Colombia,Meta,CO-MET,,199
3.90645_-73.07503,3.90645,-73.07503,CO,COL,Colombia,,,,218
2.72524_-68.81119,2.72524,-68.81119,CO,COL,Colombia,Guainia,,,203
2.39528_-76.8287,2.39528,-76.8287,CO,COL,Colombia,Cauca,CO-CAU,,198
2.55817_-75.58817,2.55817,-75.58817,CO,COL,Colombia,Huila,CO-HUI,,214
12.54288_-81.71775,12.54288,-81.71775,CO,COL,Colombia,San AndrÃ©s and Providencia,,,220
-1.53956_-71.49937,-1.53956,-71.49937,CO,COL,Colombia,Amazonas,CO-AMA,,201
1.54041_-77.85383,1.54041,-77.85383,CO,COL,Colombia,Narino,,,221
1.92646_-72.12813,1.92646,-72.12813,CO,COL,Colombia,Guaviare,CO-GUV,,195
0.45184_-75.85158,0.45184,-75.85158,CO,COL,Colombia,Putumayo,CO-PUT,,215
0.64759_-70.56075,0.64759,-70.56075,CO,COL,Colombia,Vaupes,,,200
0.79374_-73.95686,0.79374,-73.95686,CO,COL,Colombia,Caqueta,,,196
10.67651_-74.96417,10.67651,-74.96417,CO,COL,Colombia,Atlantico,,,212
10.24641_-74.25923,10.24641,-74.25923,CO,COL,Colombia,Magdalena,CO-MAG,,210
11.478_-72.42828,11.478,-72.42828,CO,COL,Colombia,La Guajira,CO-LAG,,223
6.56911_-70.96449,6.56911,-70.96449,CO,COL,Colombia,Arauca,CO-ARA,,227
6.69614_-73.48695,6.69614,-73.48695,CO,COL,Colombia,Santander,CO-SAN,,222
6.92311_-75.56768,6.92311,-75.56768,CO,COL,Colombia,Antioquia,CO-ANT,,205
8.09548_-72.88368,8.09548,-72.88368,CO,COL,Colombia,Norte de Santander,CO-NSA,,216
8.35849_-75.79591,8.35849,-75.79591,CO,COL,Colombia,Cordoba,,,209
9.05678_-75.10764,9.05678,-75.10764,CO,COL,Colombia,Sucre,CO-SUC,,197
8.74582_-74.50724,8.74582,-74.50724,CO,COL,Colombia,Bolivar,,,219
9.54291_-73.51656,9.54291,-73.51656,CO,COL,Colombia,Cesar,CO-CES,,224
-11.66255_43.35422,-11.66255,43.35422,KM,COM,Comoros,,,,229
-0.82734_15.24146,-0.82734,15.24146,CG,COG,Congo,,,,230
-2.87715_23.6549,-2.87715,23.6549,CD,COD,Congo (DRC),,,,231
-2.87855_23.65669,-2.87855,23.65669,CD,COD,Congo (DRC),,,,232
-21.23466_-159.778,-21.23466,-159.778,CK,COK,Cook Islands,,,,233
10.00644_-84.15598,10.00644,-84.15598,CR,CRI,Costa Rica,Heredia,CR-H,Flores,317
10.00726_-83.86572,10.00726,-83.86572,CR,CRI,Costa Rica,Cartago,CR-C,Oreamuno,308
10.00989_-84.01836,10.00989,-84.01836,CR,CRI,Costa Rica,San Jose,CR-SJ,Moravia,254
10.15541_-84.32447,10.15541,-84.32447,CR,CRI,Costa Rica,Alajuela,CR-A,SarchÃ­,315
10.16523_-84.06879,10.16523,-84.06879,CR,CRI,Costa Rica,Heredia,CR-H,Heredia,247
10.20163_-83.64594,10.20163,-83.64594,CR,CRI,Costa Rica,Limon,CR-L,CantÃ³n de GuÃ¡cimo,305
10.21907_-84.4135,10.21907,-84.4135,CR,CRI,Costa Rica,Alajuela,CR-A,Zarcero,242
10.22488_-84.59633,10.22488,-84.59633,CR,CRI,Costa Rica,Alajuela,CR-A,San RamÃ³n,237
10.24287_-85.68513,10.24287,-85.68513,CR,CRI,Costa Rica,Guanacaste,CR-G,Santa Cruz,271
10.10555_-84.24081,10.10555,-84.24081,CR,CRI,Costa Rica,Alajuela,CR-A,PoÃ¡s,273
10.11382_-84.38599,10.11382,-84.38599,CR,CRI,Costa Rica,Alajuela,CR-A,Naranjo,282
10.11616_-85.44611,10.11616,-85.44611,CR,CRI,Costa Rica,Guanacaste,CR-G,Nicoya,236
10.12339_-84.7242,10.12339,-84.7242,CR,CRI,Costa Rica,Puntarenas,CR-P,Montes de Oro,258
10.13689_-83.4796,10.13689,-83.4796,CR,CRI,Costa Rica,Limon,CR-L,Siquirres,255
10.0161_-83.29218,10.0161,-83.29218,CR,CRI,Costa Rica,Limon,CR-L,CantÃ³n de Matina,263
10.02757_-84.04023,10.02757,-84.04023,CR,CRI,Costa Rica,Heredia,CR-H,San Isidro,303
10.03_-83.22,10.03,-83.22,CR,CRI,Costa Rica,Limon,CR-L,,272
10.04318_-83.948,10.04318,-83.948,CR,CRI,Costa Rica,San Jose,CR-SJ,VÃ¡squez de Coronado,295
10.04423_-84.43702,10.04423,-84.43702,CR,CRI,Costa Rica,Alajuela,CR-A,Palmares,259
10.04829_-84.07865,10.04829,-84.07865,CR,CRI,Costa Rica,Heredia,CR-H,CantÃ³n de San Rafael,261
10.0754_-84.11441,10.0754,-84.11441,CR,CRI,Costa Rica,Heredia,CR-H,Barva,294
10.08184_-84.14973,10.08184,-84.14973,CR,CRI,Costa Rica,Heredia,CR-H,Santa Barbara,293
10.88167_-85.14915,10.88167,-85.14915,CR,CRI,Costa Rica,Alajuela,CR-A,Upala,285
10.88387_-84.66591,10.88387,-84.66591,CR,CRI,Costa Rica,Alajuela,CR-A,Los Chiles,265
11.00198_-85.57974,11.00198,-85.57974,CR,CRI,Costa Rica,Guanacaste,CR-G,La Cruz,235
10.24772_-85.00424,10.24772,-85.00424,CR,CRI,Costa Rica,Guanacaste,CR-G,Abangares,313
10.34489_-84.2141,10.34489,-84.2141,CR,CRI,Costa Rica,Alajuela,CR-A,RÃ­o Cuarto,239
10.4085_-84.20922,10.4085,-84.20922,CR,CRI,Costa Rica,Alajuela,CR-A,Grecia,298
10.41329_-84.16187,10.41329,-84.16187,CR,CRI,Costa Rica,Alajuela,CR-A,Alajuela,292
10.4213_-84.01272,10.4213,-84.01272,CR,CRI,Costa Rica,Heredia,CR-H,,304
10.43999_-85.10441,10.43999,-85.10441,CR,CRI,Costa Rica,Guanacaste,CR-G,CaÃ±as,321
10.446_-85.39139,10.446,-85.39139,CR,CRI,Costa Rica,Guanacaste,CR-G,,301
10.45994_-85.60204,10.45994,-85.60204,CR,CRI,Costa Rica,Guanacaste,CR-G,Carrillo,240
10.46437_-83.67856,10.46437,-83.67856,CR,CRI,Costa Rica,Limon,CR-L,CantÃ³n de PococÃ­,253
10.4685_-84.91346,10.4685,-84.91346,CR,CRI,Costa Rica,Guanacaste,CR-G,TilarÃ¡n,266
10.69477_-84.84143,10.69477,-84.84143,CR,CRI,Costa Rica,Alajuela,CR-A,Guatuso,279
10.58898_-84.43564,10.58898,-84.43564,CR,CRI,Costa Rica,Alajuela,CR-A,San Carlos,312
10.62747_-85.44209,10.62747,-85.44209,CR,CRI,Costa Rica,Guanacaste,CR-G,Liberia,322
10.49823_-83.99443,10.49823,-83.99443,CR,CRI,Costa Rica,Heredia,CR-H,SarapiquÃ­,299
10.5297_-85.26032,10.5297,-85.26032,CR,CRI,Costa Rica,Guanacaste,CR-G,Bagaces,274
10.56536_-84.61379,10.56536,-84.61379,CR,CRI,Costa Rica,Alajuela,CR-A,,268
9.56227_-84.31741,9.56227,-84.31741,CR,CRI,Costa Rica,Puntarenas,CR-P,Parrita,286
9.47726_-83.08723,9.47726,-83.08723,CR,CRI,Costa Rica,Limon,CR-L,CantÃ³n de Talamanca,300
9.58681_-83.91301,9.58681,-83.91301,CR,CRI,Costa Rica,San Jose,CR-SJ,Dota,267
9.58739_-84.04501,9.58739,-84.04501,CR,CRI,Costa Rica,San Jose,CR-SJ,TarrazÃº,270
8.85076_-83.50321,8.85076,-83.50321,CR,CRI,Costa Rica,Puntarenas,CR-P,Osa,257
9.36081_-83.67381,9.36081,-83.67381,CR,CRI,Costa Rica,San Jose,CR-SJ,PÃ©rez ZeledÃ³n,283
9.42281_-84.0516,9.42281,-84.0516,CR,CRI,Costa Rica,Puntarenas,CR-P,Quepos,281
9.69528_-84.07054,9.69528,-84.07054,CR,CRI,Costa Rica,San Jose,CR-SJ,LeÃ³n CortÃ©s,318
9.71542_-84.61023,9.71542,-84.61023,CR,CRI,Costa Rica,Puntarenas,CR-P,Garabito,246
9.7164_-83.76529,9.7164,-83.76529,CR,CRI,Costa Rica,Cartago,CR-C,ParaÃ­so,307
9.7406_-84.23134,9.7406,-84.23134,CR,CRI,Costa Rica,San Jose,CR-SJ,Acosta,250
9.74186_-84.38677,9.74186,-84.38677,CR,CRI,Costa Rica,San Jose,CR-SJ,Puriscal,320
9.74434_-84.13737,9.74434,-84.13737,CR,CRI,Costa Rica,San Jose,CR-SJ,AserrÃ­,309
9.74676_-83.9296,9.74676,-83.9296,CR,CRI,Costa Rica,Cartago,CR-C,El Guarco,244
9.75999_-84.50649,9.75999,-84.50649,CR,CRI,Costa Rica,San Jose,CR-SJ,Turrubares,306
