DIM_GEOGRAPHY_KEY,LATITUDE,LONGITUDE,ISO2_CODE,ISO3_CODE,COUNTRY,ADMIN_REGION,ISO_SUB_DIVISION,ADMIN_REGION_2,RECID
34.261_75.02869,34.261,75.02869,IN,IND,India,Jammu and Kashmir (state),,Ganderbal,1615
34.08292_74.91976,34.08292,74.91976,IN,IND,India,Jammu and Kashmir (state),,Srinagar,1096
31.3708_75.32107,31.3708,75.32107,IN,IND,India,Punjab,IN-PB,Kapurthala,1377
31.37193_76.67287,31.37193,76.67287,IN,IND,India,Himachal Pradesh,IN-HP,Bilaspur,946
31.37561_75.35677,31.37561,75.35677,IN,IND,India,Punjab,IN-PB,Kapurthala,1235
31.46_74.93,31.46,74.93,IN,IND,India,Punjab,IN-PB,Tarn Taran district,996
30.96865_78.60761,30.96865,78.60761,IN,IND,India,Uttarakhand,IN-UT,Uttarkashi,1028
30.9492_74.76357,30.9492,74.76357,IN,IND,India,Punjab,IN-PB,Firozpur,1600
31.11048_76.15476,31.11048,76.15476,IN,IND,India,Punjab,IN-PB,Shahid Bhagat Singh Nagar,1156
31.04468_76.91031,31.04468,76.91031,IN,IND,India,Himachal Pradesh,IN-HP,Solan,1606
31.2121_75.5684,31.2121,75.5684,IN,IND,India,Punjab,IN-PB,Jalandhar,1131
31.06232_76.48934,31.06232,76.48934,IN,IND,India,Punjab,IN-PB,Rupnagar,1621
31.1962_77.63491,31.1962,77.63491,IN,IND,India,Himachal Pradesh,IN-HP,Shimla,1128
31.62594_75.86003,31.62594,75.86003,IN,IND,India,Punjab,IN-PB,Hoshiarpur,1288
31.90412_77.40087,31.90412,77.40087,IN,IND,India,Himachal Pradesh,IN-HP,Kullu,1165
31.91619_75.29369,31.91619,75.29369,IN,IND,India,Punjab,IN-PB,Gurdaspur,1678
31.92329_77.25016,31.92329,77.25016,IN,IND,India,Himachal Pradesh,IN-HP,,1184
31.63813_76.99377,31.63813,76.99377,IN,IND,India,Himachal Pradesh,IN-HP,Mandi,1633
31.66772_76.52648,31.66772,76.52648,IN,IND,India,Himachal Pradesh,IN-HP,Hamirpur,1104
31.58008_76.21122,31.58008,76.21122,IN,IND,India,Himachal Pradesh,IN-HP,Una,1236
31.59522_78.4136,31.59522,78.4136,IN,IND,India,Himachal Pradesh,IN-HP,Kinnaur,1604
31.70617_74.90047,31.70617,74.90047,IN,IND,India,Punjab,IN-PB,Amritsar,1472
30.03921_76.78505,30.03921,76.78505,IN,IND,India,Haryana,IN-HR,Kurukshetra,1163
30.11005_80.34026,30.11005,80.34026,IN,IND,India,Uttarakhand,IN-UT,Pithoragarh,987
29.91778_73.88167,29.91778,73.88167,IN,IND,India,Rajasthan,IN-RJ,Sri Ganganagar district,1524
29.98914_79.8596,29.98914,79.8596,IN,IND,India,Uttarakhand,IN-UT,Bageshwar,1068
30.23403_77.3031,30.23403,77.3031,IN,IND,India,Haryana,IN-HR,Yamunanagar,1326
30.21278_75.86998,30.21278,75.86998,IN,IND,India,Punjab,IN-PB,Sangrur,1189
30.1544_79.20557,30.1544,79.20557,IN,IND,India,Uttarakhand,IN-UT,Nainital,1155
30.1544_79.205571702,30.1544,79.20557,IN,IND,India,Uttarakhand,IN-UT,,1702
30.1544_79.20557911,30.1544,79.20557,IN,IND,India,Uttarakhand,IN-UT,Dehradun,911
30.18254_75.04161,30.18254,75.04161,IN,IND,India,Punjab,IN-PB,Bathinda,1617
30.24221_75.80768,30.24221,75.80768,IN,IND,India,Punjab,IN-PB,Sangrur,968
30.28161_76.35308,30.28161,76.35308,IN,IND,India,Punjab,IN-PB,Patiala,1127
30.32535_77.8767,30.32535,77.8767,IN,IND,India,Uttarakhand,IN-UT,Dehradun,1258
30.32631_74.18893,30.32631,74.18893,IN,IND,India,Punjab,IN-PB,Fazilka,1328
30.32926_76.94916,30.32926,76.94916,IN,IND,India,Haryana,IN-HR,Ambala,1321
30.3667_75.50925,30.3667,75.50925,IN,IND,India,Punjab,IN-PB,Barnala,1467
30.38648_75.50069,30.38648,75.50069,IN,IND,India,Punjab,IN-PB,Barnala,1390
30.64216_76.37668,30.64216,76.37668,IN,IND,India,Punjab,IN-PB,Fatehgarh Sahib,1274
30.6813_76.97704,30.6813,76.97704,IN,IND,India,Haryana,IN-HR,Panchkula,1500
30.70341_76.78943,30.70341,76.78943,IN,IND,India,Chandigarh,IN-CH,,1521
30.70347_76.69161,30.70347,76.69161,IN,IND,India,Punjab,IN-PB,Sahibzada Ajit Singh Nagar,1306
30.43414_78.53724,30.43414,78.53724,IN,IND,India,Uttarakhand,IN-UT,Tehri Garhwal,912
30.46748_77.96992,30.46748,77.96992,IN,IND,India,Uttarakhand,IN-UT,Dehradun,1638
30.49008_79.57609,30.49008,79.57609,IN,IND,India,Uttarakhand,IN-UT,Chamoli,1520
30.50932_79.05294,30.50932,79.05294,IN,IND,India,Uttarakhand,IN-UT,Rudraprayag,1552
30.59955_74.48141,30.59955,74.48141,IN,IND,India,Punjab,IN-PB,Faridkot,1234
30.61016_74.78172,30.61016,74.78172,IN,IND,India,Punjab,IN-PB,Faridkot,1357
30.88_75.81,30.88,75.81,IN,IND,India,Punjab,IN-PB,SBS Nagar,1353
30.82224_75.15282,30.82224,75.15282,IN,IND,India,Punjab,IN-PB,Moga,1607
30.84324_75.41748,30.84324,75.41748,IN,IND,India,Punjab,IN-PB,SAS Nagar,898
30.84324_75.417481179,30.84324,75.41748,IN,IND,India,Punjab,IN-PB,,1179
30.76244_75.17425,30.76244,75.17425,IN,IND,India,Punjab,IN-PB,Moga,1050
30.6657_77.43238,30.6657,77.43238,IN,IND,India,Himachal Pradesh,IN-HP,Sirmaur,1248
30.72665_76.78119,30.72665,76.78119,IN,IND,India,Chandigarh,IN-CH,Chandigarh,1312
30.73506_76.69349,30.73506,76.69349,IN,IND,India,Chandigarh,IN-CH,Chandigarh,1054
30.80472_75.83613,30.80472,75.83613,IN,IND,India,Punjab,IN-PB,Ludhiana,1641
32.89843_75.28574,32.89843,75.28574,IN,IND,India,Jammu and Kashmir (state),,Udhampur,1209
33.24394_74.39196,33.24394,74.39196,IN,IND,India,Jammu and Kashmir (state),,Rajauri,1351
33.70185_74.83314,33.70185,74.83314,IN,IND,India,Jammu and Kashmir (state),,Shupiyan,1217
32.78609_74.74709,32.78609,74.74709,IN,IND,India,Jammu and Kashmir (state),,Jammu,1653
32.5_77.833,32.5,77.833,IN,IND,India,Himachal Pradesh,IN-HP,Lahaul and Spiti district,1102
32.26943_75.61675,32.26943,75.61675,IN,IND,India,Punjab,IN-PB,Pathankot,1041
32.67673_76.3539,32.67673,76.3539,IN,IND,India,Himachal Pradesh,IN-HP,Chamba,1601
32.29861_75.62187,32.29861,75.62187,IN,IND,India,Punjab,IN-PB,Pathankot,1227
32.10859_76.31886,32.10859,76.31886,IN,IND,India,Himachal Pradesh,IN-HP,Kangra,1549
-3.20158_129.4612,-3.20158,129.4612,ID,IDN,Indonesia,Maluku,ID-ML,,1708
-3.20158_129.46121715,-3.20158,129.4612,ID,IDN,Indonesia,Maluku,ID-MA,,1715
-3.21644_104.1695,-3.21644,104.1695,ID,IDN,Indonesia,South Sumatra,,,1719
-3.51551_102.3389,-3.51551,102.3389,ID,IDN,Indonesia,Bengkulu,ID-BE,,1727
-3.64853_120.1517,-3.64853,120.1517,ID,IDN,Indonesia,South Sulawesi,,,1732
-3.79561_121.8215,-3.79561,121.8215,ID,IDN,Indonesia,South East Sulawesi,,,1729
3.4151_116.4633,3.4151,116.4633,ID,IDN,Indonesia,North Kalimantan,,,1711
-2.25296_105.9869,-2.25296,105.9869,ID,IDN,Indonesia,Bangka-Belitung,,,1736
2.30452_99.15564,2.30452,99.15564,ID,IDN,Indonesia,North Sumatra,,,1722
-2.39366_115.271,-2.39366,115.271,ID,IDN,Indonesia,South Kalimantan,,,1734
-2.46206_119.3469,-2.46206,119.3469,ID,IDN,Indonesia,West Sulawesi,,,1723
-2.1368_133.1802,-2.1368,133.1802,ID,IDN,Indonesia,West Papua,,,1706
1.56954_106.7774,1.56954,106.7774,ID,IDN,Indonesia,Riau Islands,,,1720
-1.6332_113.1814,-1.6332,113.1814,ID,IDN,Indonesia,Central Kalimantan,,,1716
-1.69844_102.7201,-1.69844,102.7201,ID,IDN,Indonesia,Jambi,ID-JA,,1707
0.46077_101.7469,0.46077,101.7469,ID,IDN,Indonesia,Riau,ID-RI,,1710
0.46318_116.4566,0.46318,116.4566,ID,IDN,Indonesia,East Kalimantan,,,1735
-0.21012_113.9972,-0.21012,113.9972,ID,IDN,Indonesia,,,,1717
-0.0683_111.1536,-0.0683,111.1536,ID,IDN,Indonesia,West Kalimantan,,,1712
-0.68476_100.6544,-0.68476,100.6544,ID,IDN,Indonesia,West Sumatra,,,1709
0.68679_122.3764,0.68679,122.3764,ID,IDN,Indonesia,Gorontalo,ID-GO,,1721
0.86934_128.0159,0.86934,128.0159,ID,IDN,Indonesia,North Maluku,,,1726
0.88353_124.2683,0.88353,124.2683,ID,IDN,Indonesia,North Sulawesi,,,1738
1.35377_120.9032,1.35377,120.9032,ID,IDN,Indonesia,Central Sulawesi,,,1741
4.28501_96.9425,4.28501,96.9425,ID,IDN,Indonesia,Aceh,ID-AC,,1731
-4.9135_105.0178,-4.9135,105.0178,ID,IDN,Indonesia,Lampung,ID-LA,,1713
-4.59043_138.7554,-4.59043,138.7554,ID,IDN,Indonesia,Papua,ID-PA,,1718
-4.59043_138.75541739,-4.59043,138.7554,ID,IDN,Indonesia,Papua,ID-PP,,1739
-8.60484_121.1418,-8.60484,121.1418,ID,IDN,Indonesia,East Nusa Tenggara,,,1705
-8.3551_115.116,-8.3551,115.116,ID,IDN,Indonesia,Bali,ID-BA,,1714
-8.08031_117.9256,-8.08031,117.9256,ID,IDN,Indonesia,West Nusa Tenggara,,,1728
-7.81714_112.6148,-7.81714,112.6148,ID,IDN,Indonesia,East Java,,,1725
-7.89501_110.4454,-7.89501,110.4454,ID,IDN,Indonesia,Yogyakarta,ID-YO,,1724
-7.26139_110.2005,-7.26139,110.2005,ID,IDN,Indonesia,Central Java,,,1733
-6.92_107.6028,-6.92,107.6028,ID,IDN,Indonesia,West Java,,,1730
-6.20853_106.8386,-6.20853,106.8386,ID,IDN,Indonesia,Jakarta,,,1740
-6.45436_106.1225,-6.45436,106.1225,ID,IDN,Indonesia,Banten,ID-BT,,1737
37.4761_57.3317,37.4761,57.3317,IR,IRN,Iran,North Khorasan Province,,,1753
37.69904_45.29489,37.69904,45.29489,IR,IRN,Iran,West Azerbaijan,,,1768
37.28587_55.00912,37.28587,55.00912,IR,IRN,Iran,Gorgan,,,1745
36.51964_48.37722,36.51964,48.37722,IR,IRN,Iran,Zanjan,,,1763
37.988_46.63505,37.988,46.63505,IR,IRN,Iran,East Azerbaijan,,,1764
38.44566_48.07779,38.44566,48.07779,IR,IRN,Iran,Ardabil,,,1746
37.3232_49.51566,37.3232,49.51566,IR,IRN,Iran,Gilan,,,1743
29.32151_53.23347,29.32151,53.23347,IR,IRN,Iran,Fars,,,1771
28.92019_50.83706,28.92019,50.83706,IR,IRN,Iran,BÅ«shehr,IR-06,,1744
27.92937_60.67501,27.92937,60.67501,IR,IRN,Iran,Sistan va Baluchestan,,,1747
26.97194_56.18785,26.97194,56.18785,IR,IRN,Iran,Hormozgan,,,1759
29.67531_57.28133,29.67531,57.28133,IR,IRN,Iran,Kerman,,,1755
30.82068_50.74733,30.82068,50.74733,IR,IRN,Iran,Kohgiluyeh va Buyer Ahmad,,,1762
31.88368_54.67201,31.88368,54.67201,IR,IRN,Iran,Yazd,IR-25,,1770
31.9668_50.67448,31.9668,50.67448,IR,IRN,Iran,Chahar Mahall va Bakhtiari,,,1772
31.45834_48.98438,31.45834,48.98438,IR,IRN,Iran,Khuzestan,,,1750
32.8653_59.2164,32.8653,59.2164,IR,IRN,Iran,South Khorasan Province,,,1761
33.18172_46.88373,33.18172,46.88373,IR,IRN,Iran,Ilam,,,1765
33.51648_48.45833,33.51648,48.45833,IR,IRN,Iran,Lorestan,,,1757
33.20906_52.50853,33.20906,52.50853,IR,IRN,Iran,Esfahan,,,1742
32.56426_54.30367,32.56426,54.30367,IR,IRN,Iran,,,,1758
34.61851_49.9445,34.61851,49.9445,IR,IRN,Iran,Markazi,,,1748
34.47284_46.64957,34.47284,46.64957,IR,IRN,Iran,Kermanshah,,,1751
34.91718_48.57492,34.91718,48.57492,IR,IRN,Iran,Hamadan,,,1756
34.70321_50.95473,34.70321,50.95473,IR,IRN,Iran,Qom,IR-26,,1754
36.11449_49.78478,36.11449,49.78478,IR,IRN,Iran,Qazvin,,,1749
36.298_59.6057,36.298,59.6057,IR,IRN,Iran,Razavi Khorasan Province,,,1769
36.42775_52.39698,36.42775,52.39698,IR,IRN,Iran,Mazandaran,,,1767
35.48_50.58,35.48,50.58,IR,IRN,Iran,Alborz Province,,,1752
35.68242_51.62855,35.68242,51.62855,IR,IRN,Iran,Tehran,,,1760
35.46167_54.72058,35.46167,54.72058,IR,IRN,Iran,Semnan,,,1766
33.04443_43.77518,33.04443,43.77518,IQ,IRQ,Iraq,,,,1773
53.18499_-8.14689,53.18499,-8.14689,IE,IRL,Ireland,,,,1774
54.22896_-4.53757,54.22896,-4.53757,IM,IMN,Isle of Man,,,,1775
31.0_35.0,31.0,35.0,IL,ISR,Israel,,,,1776
42.96563_12.48999,42.96563,12.48999,IT,ITA,Italy,Umbria,IT-55,,1777
43.34822_13.13787,43.34822,13.13787,IT,ITA,Italy,Marches,,,1791
43.52903_12.16218,43.52903,12.16218,IT,ITA,Italy,,,,1788
41.98055_12.76684,41.98055,12.76684,IT,ITA,Italy,Latium,,,1792
42.22756_13.85505,42.22756,13.85505,IT,ITA,Italy,Abruzzi,,,1787
45.73026_7.3872,45.73026,7.3872,IT,ITA,Italy,Valle d'Aosta,IT-23,,1797
45.64823_11.85515,45.64823,11.85515,IT,ITA,Italy,Veneto,IT-34,,1801
46.22435_13.15181,46.22435,13.15181,IT,ITA,Italy,Friuli-Venezia Giulia,,Udine,1800
46.22592_13.10336,46.22592,13.10336,IT,ITA,Italy,Friuli-Venezia Giulia,,,1786
46.49528_11.35346,46.49528,11.35346,IT,ITA,Italy,Trentino-Alto Adige,IT-32,Bolzano,1782
45.62044_9.76899,45.62044,9.76899,IT,ITA,Italy,Lombardy,,,1784
46.44144_11.28218,46.44144,11.28218,IT,ITA,Italy,Trentino-Alto Adige,IT-32,,1793
46.44556_11.17306,46.44556,11.17306,IT,ITA,Italy,Trentino,,,1781
45.05224_7.51539,45.05224,7.51539,IT,ITA,Italy,Piedmont,,,1789
45.06053_7.92303,45.06053,7.92303,IT,ITA,Italy,Piedmont,,,1778
44.52591_11.03934,44.52591,11.03934,IT,ITA,Italy,Emilia-Romagna,IT-45,,1783
43.45953_11.13579,43.45953,11.13579,IT,ITA,Italy,Tuscany,,,1785
44.45_8.76667,44.45,8.76667,IT,ITA,Italy,Liguria,IT-42,,1779
46.69616_11.4161,46.69616,11.4161,IT,ITA,Italy,Trentino-Alto Adige,IT-32,Bolzano,1780
37.59983_14.14269,37.59983,14.14269,IT,ITA,Italy,Sicily,,,1799
39.06795_16.34764,39.06795,16.34764,IT,ITA,Italy,Calabria,IT-78,,1795
40.07721_9.02628,40.07721,9.02628,IT,ITA,Italy,Sardinia,,,1798
40.49997_16.08155,40.49997,16.08155,IT,ITA,Italy,Basilicata,IT-77,,1802
40.86027_14.84254,40.86027,14.84254,IT,ITA,Italy,Campania,IT-72,,1796
40.98333_16.62095,40.98333,16.62095,IT,ITA,Italy,Apulia,,,1790
41.67389_14.75209,41.67389,14.75209,IT,ITA,Italy,Molise,IT-67,,1794
18.236_-77.364,18.236,-77.364,JM,JAM,Jamaica,,,,1803
25.66091_125.7252,25.66091,125.7252,JP,JPN,Japan,Okinawa,JP-47,,1840
31.51973_130.2961,31.51973,130.2961,JP,JPN,Japan,Kagoshima,,,1808
33.3495_133.3601,33.3495,133.3601,JP,JPN,Japan,Kochi,,,1837
33.18505_131.6188,33.18505,131.6188,JP,JPN,Japan,Oita,,,1821
33.31052_129.2996,33.31052,129.2996,JP,JPN,Japan,Nagasaki,JP-42,,1815
33.58391_130.6295,33.58391,130.6295,JP,JPN,Japan,Fukuoka,,,1831
33.62332_132.7365,33.62332,132.7365,JP,JPN,Japan,Ehime,JP-38,,1842
32.58971_130.652,32.58971,130.652,JP,JPN,Japan,Kumamoto,JP-43,,1804
32.11449_131.4102,32.11449,131.4102,JP,JPN,Japan,Miyazaki,JP-45,,1811
35.68993_139.6918,35.68993,139.6918,JP,JPN,Japan,Tokyo,,,1812
35.45575_140.2041,35.45575,140.2041,JP,JPN,Japan,Chiba,,,1845
35.61327_138.6112,35.61327,138.6112,JP,JPN,Japan,Yamanashi,,,1841
35.77896_137.0592,35.77896,137.0592,JP,JPN,Japan,Gifu,,,1846
35.83549_136.1567,35.83549,136.1567,JP,JPN,Japan,Fukui,,,1816
35.99847_139.3496,35.99847,139.3496,JP,JPN,Japan,Saitama,JP-11,,1832
36.13348_138.0463,36.13348,138.0463,JP,JPN,Japan,Nagano,JP-20,,1835
36.30724_140.392,36.30724,140.392,JP,JPN,Japan,Ibaraki,JP-08,,1833
36.50418_138.9843,36.50418,138.9843,JP,JPN,Japan,Gunma,JP-10,,1809
36.68994_139.8191,36.68994,139.8191,JP,JPN,Japan,Tochigi,,,1819
34.86441_133.8206,34.86441,133.8206,JP,JPN,Japan,Okayama,JP-33,,1848
34.59174_135.4476,34.59174,135.4476,JP,JPN,Japan,Osaka,,,1830
34.54744_132.7915,34.54744,132.7915,JP,JPN,Japan,Hiroshima,,,1838
34.92505_134.8162,34.92505,134.8162,JP,JPN,Japan,Hyogo,,,1851
34.96436_138.3762,34.96436,138.3762,JP,JPN,Japan,Shizuoka,,,1850
34.97052_137.1821,34.97052,137.1821,JP,JPN,Japan,Aichi,,,1813
35.21819_136.1393,35.21819,136.1393,JP,JPN,Japan,Shiga,,,1836
35.04889_132.5293,35.04889,132.5293,JP,JPN,Japan,Shimane,,,1818
35.32315_135.4156,35.32315,135.4156,JP,JPN,Japan,Kyoto,,,1834
35.37968_139.3904,35.37968,139.3904,JP,JPN,Japan,Kanagawa,JP-14,,1827
35.38285_133.8406,35.38285,133.8406,JP,JPN,Japan,Tottori,JP-31,,1817
34.47957_136.4541,34.47957,136.4541,JP,JPN,Japan,Mie,JP-24,,1824
34.10165_131.5238,34.10165,131.5238,JP,JPN,Japan,Yamaguchi,,,1829
34.29805_133.9946,34.29805,133.9946,JP,JPN,Japan,Kagawa,JP-37,,1814
34.318_135.873,34.318,135.873,JP,JPN,Japan,Nara,JP-29,,1820
33.87545_135.4814,33.87545,135.4814,JP,JPN,Japan,Wakayama,JP-30,,1828
33.30053_130.0965,33.30053,130.0965,JP,JPN,Japan,Saga,JP-41,,1810
33.92249_134.3273,33.92249,134.3273,JP,JPN,Japan,Tokushima,,,1805
40.92259_140.8312,40.92259,140.8312,JP,JPN,Japan,Aomori,JP-02,,1839
39.59075_141.4369,39.59075,141.4369,JP,JPN,Japan,Iwate,JP-03,,1825
39.76278_140.3195,39.76278,140.3195,JP,JPN,Japan,Akita,JP-05,,1849
38.42698_141.0359,38.42698,141.0359,JP,JPN,Japan,Miyagi,JP-04,,1847
38.46993_140.0775,38.46993,140.0775,JP,JPN,Japan,Yamagata,JP-06,,1806
36.65334_137.9817,36.65334,137.9817,JP,JPN,Japan,,,,1844
36.67459_137.2735,36.67459,137.2735,JP,JPN,Japan,Toyama,JP-16,,1823
36.8718_136.7988,36.8718,136.7988,JP,JPN,Japan,Ishikawa,,,1822
37.50469_138.8654,37.50469,138.8654,JP,JPN,Japan,Niigata,JP-15,,1826
37.37745_140.2805,37.37745,140.2805,JP,JPN,Japan,Fukushima,,,1843
43.53933_142.4375,43.53933,142.4375,JP,JPN,Japan,Hokkaido,,,1807
49.21141_-2.13346,49.21141,-2.13346,JE,JEY,Jersey,,,,1852
31.24819_36.7881,31.24819,36.7881,JO,JOR,Jordan,,,,1853
48.16011_67.26608,48.16011,67.26608,KZ,KAZ,Kazakhstan,,,,1854
0.53703_37.85678,0.53703,37.85678,KE,KEN,Kenya,,,,1855
1.8489_-157.3563,1.8489,-157.3563,KI,KIR,Kiribati,,,,1856
42.58149_20.89157,42.58149,20.89157,XK,XKS,Kosovo,,,,1857
29.33588_47.59549,29.33588,47.59549,KW,KWT,Kuwait,,,,1858
41.46427_74.55565,41.46427,74.55565,KG,KGZ,Kyrgyzstan,,,,1859
18.49556_103.768,18.49556,103.768,LA,LAO,Laos,,,,1860
56.85398_24.92746,56.85398,24.92746,LV,LVA,Latvia,,,,1861
33.92773_35.73729,33.92773,35.73729,LB,LBN,Lebanon,,,,1862
-29.58212_28.24688,-29.58212,28.24688,LS,LSO,Lesotho,,,,1863
6.44752_-9.31118,6.44752,-9.31118,LR,LBR,Liberia,,,,1864
27.04183_18.03082,27.04183,18.03082,LY,LBY,Libya,,,,1865
47.14127_9.55278,47.14127,9.55278,LI,LIE,Liechtenstein,,,,1866
55.33731_23.88354,55.33731,23.88354,LT,LTU,Lithuania,,,,1867
49.77682_6.09234,49.77682,6.09234,LU,LUX,Luxembourg,,,,1868
22.14514_113.5886,22.14514,113.5886,MO,MAC,Macao SAR,,,,1869
-19.38288_46.69585,-19.38288,46.69585,MG,MDG,Madagascar,,,,1870
-13.36028_34.29305,-13.36028,34.29305,MW,MWI,Malawi,,,,1871
3.60547_114.7107,3.60547,114.7107,MY,MYS,Malaysia,,,,1872
1.91231_73.54009,1.91231,73.54009,MV,MDV,Maldives,,,,1873
17.35764_-3.52488,17.35764,-3.52488,ML,MLI,Mali,,,,1874
35.89056_14.43954,35.89056,14.43954,MT,MLT,Malta,,,,1875
7.16498_171.0388,7.16498,171.0388,MH,MHL,Marshall Islands,,,,1876
14.65323_-61.018681877,14.65323,-61.01868,MQ,MTQ,Martinique,,,,1877
20.25842_-10.33194,20.25842,-10.33194,MR,MRT,Mauritania,,,,1878
-20.28356_57.57182,-20.28356,57.57182,MU,MUS,Mauritius,,,,1879
-12.8275_45.16624,-12.8275,45.16624,YT,MYT,Mayotte,,,,1881
-12.82299_45.14404,-12.82299,45.14404,YT,MYT,Mayotte,,,,1880
20.47956_-98.88708,20.47956,-98.88708,MX,MEX,Mexico,Hidalgo,MX-HID,,1882
20.74632_-88.92094,20.74632,-88.92094,MX,MEX,Mexico,YucatÃ¡n,MX-YUC,,1893
20.90541_-101.0126,20.90541,-101.0126,MX,MEX,Mexico,Guanajuato,MX-GUA,,1889
20.8552_-99.84568,20.8552,-99.84568,MX,MEX,Mexico,QuerÃ©taro,MX-QUE,,1897
22.00645_-102.3619,22.00645,-102.3619,MX,MEX,Mexico,Aguascalientes,MX-AGU,,1914
19.62598_-88.12998,19.62598,-88.12998,MX,MEX,Mexico,Quintana Roo,MX-ROO,,1886
19.39355_-96.41898,19.39355,-96.41898,MX,MEX,Mexico,Veracruz,,,1887
19.42854_-98.16853,19.42854,-98.16853,MX,MEX,Mexico,Tlaxcala,MX-TLA,,1896
19.35593_-99.64539,19.35593,-99.64539,MX,MEX,Mexico,MÃ©xico,MX-MEX,,1895
19.20712_-101.8781,19.20712,-101.8781,MX,MEX,Mexico,MichoacÃ¡n,,,1898
19.27691_-99.1394,19.27691,-99.1394,MX,MEX,Mexico,Mexico City,,,1899
17.66799_-99.92185,17.66799,-99.92185,MX,MEX,Mexico,Guerrero,MX-GRO,,1913
17.93766_-92.59389,17.93766,-92.59389,MX,MEX,Mexico,Tabasco,MX-TAB,,1911
16.96935_-96.45036,16.96935,-96.45036,MX,MEX,Mexico,Oaxaca,MX-OAX,,1885
16.48658_-92.46848,16.48658,-92.46848,MX,MEX,Mexico,Chiapas,MX-CHP,,1900
18.74205_-99.07492,18.74205,-99.07492,MX,MEX,Mexico,Morelos,MX-MOR,,1903
18.84012_-90.35996,18.84012,-90.35996,MX,MEX,Mexico,Campeche,MX-CAM,,1888
19.00606_-97.90007,19.00606,-97.90007,MX,MEX,Mexico,Puebla,MX-PUE,,1908
19.141_-103.9131,19.141,-103.9131,MX,MEX,Mexico,Colima,MX-COL,,1910
20.5808_-103.6132,20.5808,-103.6132,MX,MEX,Mexico,Jalisco,MX-JAL,,1891
21.80415_-104.8409,21.80415,-104.8409,MX,MEX,Mexico,Nayarit,MX-NAY,,1907
22.58553_-100.4169,22.58553,-100.4169,MX,MEX,Mexico,San Luis PotosÃ­,MX-SLP,,1890
23.289_-102.6606,23.289,-102.6606,MX,MEX,Mexico,Zacatecas,MX-ZAC,,1904
23.94062_-102.5251,23.94062,-102.5251,MX,MEX,Mexico,,,,1901
25.92201_-112.0755,25.92201,-112.0755,MX,MEX,Mexico,Baja California Sur,MX-BCS,,1902
24.29095_-98.64067,24.29095,-98.64067,MX,MEX,Mexico,Tamaulipas,MX-TAM,,1892
24.92362_-104.9134,24.92362,-104.9134,MX,MEX,Mexico,Durango,MX-DUR,,1906
24.99202_-107.4693,24.99202,-107.4693,MX,MEX,Mexico,Sinaloa,MX-SIN,,1912
27.29542_-102.0441,27.29542,-102.0441,MX,MEX,Mexico,Coahuila,,,1884
25.57259_-99.96898,25.57259,-99.96898,MX,MEX,Mexico,Nuevo LeÃ³n,MX-NLE,,1894
29.6972_-110.799,29.6972,-110.799,MX,MEX,Mexico,Sonora,MX-SON,,1905
28.80852_-106.469,28.80852,-106.469,MX,MEX,Mexico,Chihuahua,MX-CHH,,1883
30.58438_-115.1098,30.58438,-115.1098,MX,MEX,Mexico,Baja California,MX-BCN,,1909
47.20214_28.46545,47.20214,28.46545,MD,MDA,Moldova,,,,1915
43.73631_7.42331,43.73631,7.42331,MC,MCO,Monaco,,,,1916
46.83469_103.0676,46.83469,103.0676,MN,MNG,Mongolia,,,,1917
42.7851_19.24898,42.7851,19.24898,ME,MNE,Montenegro,,,,1918
16.73917_-62.18928,16.73917,-62.18928,MS,MSR,Montserrat,,,,1919
24.6585_-13.13949,24.6585,-13.13949,MA,MAR,Morocco,Western Sahara,,,1921
31.8414_-6.28131,31.8414,-6.28131,MA,MAR,Morocco,,,,1920
-17.2732_35.54749,-17.2732,35.54749,MZ,MOZ,Mozambique,,,,1922
21.17758_96.51698,21.17758,96.51698,MM,MMR,Myanmar,,,,1923
21.18515_96.5192,21.18515,96.5192,MM,MMR,Myanmar,,,,1924
-22.13944_17.2218,-22.13944,17.2218,NA,NAM,Namibia,,,,1925
28.25914_83.94416,28.25914,83.94416,NP,NPL,Nepal,,,,1926
51.20924_5.93392,51.20924,5.93392,NL,NLD,Netherlands,Limburg,NL-LI,,1933
51.56118_5.18496,51.56118,5.18496,NL,NLD,Netherlands,North Brabant,,,1936
51.47008_3.85944,51.47008,3.85944,NL,NLD,Netherlands,Zeeland,NL-ZE,,1932
53.21801_6.75363,53.21801,6.75363,NL,NLD,Netherlands,Groningen,NL-GR,,1937
52.86249_6.61847,52.86249,6.61847,NL,NLD,Netherlands,Drenthe,NL-DR,,1940
53.06741_5.80652,53.06741,5.80652,NL,NLD,Netherlands,Friesland,,,1935
52.57687_4.92427,52.57687,4.92427,NL,NLD,Netherlands,North Holland,,,1929
52.55039_5.51517,52.55039,5.51517,NL,NLD,Netherlands,Flevoland,NL-FL,,1934
52.09651_5.17358,52.09651,5.17358,NL,NLD,Netherlands,Utrecht,NL-UT,,1930
52.06172_5.93912,52.06172,5.93912,NL,NLD,Netherlands,Gelderland,NL-GE,,1941
51.93723_4.4824,51.93723,4.4824,NL,NLD,Netherlands,South Holland,,,1938
52.433_4.833,52.433,4.833,NL,NLD,Netherlands,North Holland,,Gemeente Zaanstad,1928
52.44455_6.44175,52.44455,6.44175,NL,NLD,Netherlands,Overijssel,NL-OV,,1939
